date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:19:32	100064/100064	---MCZ	200	added ('OK')	font/ttf	etag:W/%22186e0-1821ae2dfcd%22	https://www.randomtriviagenerator.com/_next/static/media/MavenPro-Medium.7772208486ea6c1492f94fafe42060ef.ttf	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/_next/static/media/MavenPro-Medium.7772208486ea6c1492f94fafe42060ef.ttf	(from https://www.randomtriviagenerator.com/_next/static/css/994ae67202daad09e31e.css)
22:19:34	120724/120724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221d794-1821ae2dfcd%22	https://www.randomtriviagenerator.com/_next/static/media/ionicons.68e3a4f9a8d8c679b4aeeec538091708.eot	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/_next/static/media/ionicons.68e3a4f9a8d8c679b4aeeec538091708.eot	(from https://www.randomtriviagenerator.com/_next/static/css/994ae67202daad09e31e.css)
22:19:34	188508/188508	---MCZ	200	added ('OK')	font/ttf	etag:W/%222e05c-1821ae2dfcd%22	https://www.randomtriviagenerator.com/_next/static/media/ionicons.1fa6a1e8581aaedf73440699627f0166.ttf	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/_next/static/media/ionicons.1fa6a1e8581aaedf73440699627f0166.ttf	(from https://www.randomtriviagenerator.com/_next/static/css/994ae67202daad09e31e.css)
22:19:35	67904/67904	---M--	200	added ('OK')	font/woff	etag:W/%2210940-1821ae2dfcd%22	https://www.randomtriviagenerator.com/_next/static/media/ionicons.0b4ad6170d93c4aa91eec612b747eb0f.woff	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/_next/static/media/ionicons.0b4ad6170d93c4aa91eec612b747eb0f.woff	(from https://www.randomtriviagenerator.com/_next/static/css/994ae67202daad09e31e.css)
22:19:35	117072/117072	---MCZ	200	added ('OK')	font/ttf	etag:W/%221c950-1821ae2dfcd%22	https://www.randomtriviagenerator.com/_next/static/media/DroidSansMono.43b325d63468602016ceca5ca57cc93e.ttf	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/_next/static/media/DroidSansMono.43b325d63468602016ceca5ca57cc93e.ttf	(from https://www.randomtriviagenerator.com/_next/static/css/994ae67202daad09e31e.css)
22:19:36	336064/336064	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22520c0-1821ae2dfcd%22	https://www.randomtriviagenerator.com/_next/static/media/ionicons.ee5b17dfd3f2d12ff4e2bebfa9f0141d.svg	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/_next/static/media/ionicons.ee5b17dfd3f2d12ff4e2bebfa9f0141d.svg	(from https://www.randomtriviagenerator.com/_next/static/css/994ae67202daad09e31e.css)
22:19:36	60704/60704	---M--	200	added ('OK')	font/woff	etag:W/%22ed20-18220b68028%22	https://www.randomtriviagenerator.com/_next/static/media/material-icons.0247273aa2485b417571cb77a9ebeba9.woff	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/_next/static/media/material-icons.0247273aa2485b417571cb77a9ebeba9.woff	(from https://www.randomtriviagenerator.com/_next/static/css/994ae67202daad09e31e.css)
22:19:36	9757/9757	---M--	200	added ('OK')	image/gif	etag:W/%22261d-1821aaf2202%22	https://www.randomtriviagenerator.com/_next/static/media/rtg-refresh3x.448a6de7bf8a760d0029940efce2c319.gif	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/_next/static/media/rtg-refresh3x.448a6de7bf8a760d0029940efce2c319.gif	(from https://www.randomtriviagenerator.com/_next/static/css/994ae67202daad09e31e.css)
22:19:36	9649/9649	---M--	200	added ('OK')	image/gif	etag:W/%2225b1-1821aaf2202%22	https://www.randomtriviagenerator.com/_next/static/media/rtg-loading3x.c439c6ccab66d9d7a682e35a4bc42408.gif	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/_next/static/media/rtg-loading3x.c439c6ccab66d9d7a682e35a4bc42408.gif	(from https://www.randomtriviagenerator.com/_next/static/css/994ae67202daad09e31e.css)
22:19:37	2808/2808	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2002%20Dec%202022%2003:19:31%20GMT	https://www.randomtriviagenerator.com/telemetry	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/telemetry	(from https://www.randomtriviagenerator.com/telemetry/)
22:19:38	2808/2808	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2002%20Dec%202022%2003:19:32%20GMT	https://www.randomtriviagenerator.com/gpt_and_prebid	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/gpt_and_prebid	(from https://www.randomtriviagenerator.com/gpt_and_prebid/)
22:19:38	2808/2808	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2002%20Dec%202022%2003:19:32%20GMT	https://www.randomtriviagenerator.com/prebid	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/prebid	(from https://www.randomtriviagenerator.com/prebid/)
22:19:39	14635/14635	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Dec%202022%2003:19:33%20GMT	https://www.randomtriviagenerator.com/choice	C:/Users/Ksenthil/Downloads/trivia/www.randomtriviagenerator.com/choice.4f.delayed	(from https://www.randomtriviagenerator.com/choice/)
